no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_income_ratio,emi_proxy,emi_income_ratio,asset_total,education_ Not Graduate,self_employed_ Yes,loan_status
5,3900000,12700000,8,886,3500000,5800000,14900000,5400000,3.2564102564102555,1587499.9998015624,0.4070512820004005,29600000,False,True,1
1,3500000,13100000,10,477,3200000,6200000,7500000,3100000,3.742857142857142,1309999.999869,0.3742857142482856,20000000,False,True,0
2,2200000,8300000,6,596,4700000,3000000,8500000,1800000,3.772727272727271,1383333.3331027778,0.6287878786830806,18000000,False,False,1
4,6400000,19700000,20,400,2300000,6100000,20100000,6200000,3.0781249999999996,984999.99995075,0.15390624999230468,34700000,True,False,0
3,9100000,19900000,2,711,2200000,17900000,24300000,13000000,2.186813186813186,9949999.995025,1.09340659285989,57400000,False,False,1
0,3300000,8900000,2,418,4200000,6000000,9300000,3700000,2.6969696969696964,4449999.997775,1.3484848478106055,23200000,True,True,0
3,7800000,21800000,8,517,7700000,5100000,19500000,9100000,2.7948717948717947,2724999.999659375,0.34935897431530444,41400000,False,False,0
0,6200000,16200000,6,508,5600000,5700000,21500000,3600000,2.612903225806451,2699999.99955,0.4354838708951612,36400000,True,True,0
3,7000000,26100000,18,689,17200000,5700000,20500000,5900000,3.728571428571428,1449999.9999194443,0.20714285713134917,49300000,True,True,1
0,9200000,28200000,12,455,19200000,6400000,34700000,5900000,3.0652173913043472,2349999.9998041666,0.25543478258740937,66200000,False,False,0
5,7500000,20800000,6,617,100000,14200000,19300000,8200000,2.773333333333333,3466666.666088889,0.4622222221451851,41800000,True,True,1
2,5300000,13200000,10,500,4700000,9800000,20400000,2900000,2.4905660377358485,1319999.999868,0.2490566037486792,37800000,False,False,0
5,6800000,22800000,14,382,17600000,700000,21700000,5800000,3.352941176470588,1628571.428455102,0.23949579830222084,45800000,True,True,0
1,7900000,20800000,18,538,10000000,9700000,29900000,10600000,2.632911392405063,1155555.555491358,0.14627285512548835,60200000,True,False,0
0,6200000,14900000,8,855,0,7200000,14200000,8200000,2.4032258064516125,1862499.9997671875,0.30040322576890116,29600000,True,True,1
1,1000000,3000000,18,614,1800000,1700000,3700000,700000,2.999999999999997,166666.66665740742,0.16666666665740723,7900000,False,False,1
2,7800000,25400000,10,513,22100000,600000,23500000,9800000,3.256410256410256,2539999.999746,0.3256410256084615,56000000,False,True,0
5,3000000,8800000,14,402,5600000,5300000,8600000,4200000,2.9333333333333322,628571.4285265306,0.20952380950884347,23700000,False,True,0
5,5700000,15000000,20,819,15500000,9800000,14100000,3400000,2.631578947368421,749999.9999625,0.13157894736184209,42800000,False,True,1
4,6600000,25400000,12,622,9200000,3500000,19900000,7500000,3.8484848484848477,2116666.6664902777,0.32070707068034504,40100000,True,False,1
4,7100000,18200000,4,790,2500000,2200000,25500000,9600000,2.5633802816901405,4549999.9988625,0.640845070262324,39800000,False,True,1
3,1300000,4800000,14,808,3100000,2000000,5100000,1500000,3.69230769230769,342857.1428326531,0.26373626371742526,11700000,False,True,1
2,5200000,16800000,18,369,5400000,8600000,17000000,6800000,3.2307692307692304,933333.3332814815,0.17948717947720796,37800000,True,False,0
3,5600000,20300000,4,330,16100000,5100000,15300000,4200000,3.6249999999999996,5074999.99873125,0.9062499997734373,40700000,False,False,1
2,7100000,16500000,14,857,3700000,10700000,18500000,8200000,2.3239436619718306,1178571.428487245,0.1659959758432739,41100000,False,False,1
2,5100000,19100000,8,457,13200000,5100000,16400000,7600000,3.7450980392156854,2387499.9997015623,0.4681372548434435,42300000,False,False,0
3,7600000,29300000,8,843,21500000,3000000,22800000,11200000,3.8552631578947363,3662499.9995421874,0.48190789467660355,58500000,True,True,1
0,2500000,5400000,6,463,1900000,3500000,8200000,1800000,2.1599999999999993,899999.99985,0.35999999993999987,15400000,False,True,0
3,6900000,22800000,16,582,17700000,2200000,23500000,4400000,3.304347826086956,1424999.9999109374,0.20652173911752714,47800000,False,False,1
0,3100000,6500000,2,391,100000,3800000,9900000,2400000,2.0967741935483866,3249999.998375,1.0483870962499997,16200000,False,False,0
2,9700000,35100000,20,612,13400000,13500000,38200000,6500000,3.618556701030927,1754999.99991225,0.18092783504249998,71600000,False,True,1
0,5800000,12600000,2,859,13500000,4700000,21200000,4500000,2.172413793103448,6299999.99685,1.0862068960086204,43900000,True,True,1
4,7600000,18600000,18,779,9100000,5600000,15200000,10000000,2.4473684210526314,1033333.333275926,0.13596491227314814,39900000,True,False,1
5,700000,2800000,2,561,900000,400000,1900000,800000,3.9999999999999942,1399999.9993,1.999999998999997,4000000,True,False,1
3,2300000,5600000,18,420,1300000,600000,6700000,2100000,2.434782608695651,311111.1110938272,0.13526570047557698,10700000,False,False,0
3,1600000,3300000,8,609,4700000,100000,6000000,800000,2.0624999999999987,412499.9999484375,0.2578124999677733,11600000,True,False,1
4,8100000,19300000,14,821,16500000,8500000,25800000,8300000,2.382716049382716,1378571.4284729592,0.17019400351518013,59100000,True,False,1
1,7700000,17100000,14,603,11100000,12100000,30300000,7100000,2.2207792207792205,1221428.5713413265,0.15862708718718524,60600000,False,False,1
4,1500000,3400000,10,778,3800000,300000,4000000,2200000,2.2666666666666653,339999.999966,0.22666666664399984,10300000,False,False,1
3,7400000,23500000,2,460,20600000,12200000,25900000,9200000,3.1756756756756754,11749999.994125,1.5878378370439186,67900000,True,False,1
4,8900000,27100000,18,363,7800000,9600000,25400000,12700000,3.0449438202247183,1505555.5554719137,0.16916354555864194,55500000,True,True,0
0,2400000,5300000,16,482,5500000,4200000,8400000,2600000,2.2083333333333326,331249.9999792969,0.13802083332470697,20700000,False,False,0
5,5600000,20300000,4,772,10600000,6000000,13600000,7600000,3.6249999999999996,5074999.99873125,0.9062499997734373,37800000,False,False,1
4,5900000,14400000,6,745,15300000,5100000,16500000,3000000,2.4406779661016946,2399999.9995999997,0.4067796609491524,39900000,False,False,1
1,1600000,3300000,2,513,400000,1300000,4600000,2200000,2.0624999999999987,1649999.999175,1.0312499994843745,8500000,False,False,0
5,1100000,4000000,2,362,1800000,1300000,3500000,1100000,3.636363636363633,1999999.9989999998,1.8181818172727255,7700000,True,False,1
2,6600000,25600000,6,740,10900000,1900000,18900000,9200000,3.8787878787878785,4266666.665955556,0.6464646463569023,40900000,False,True,1
3,8900000,24400000,10,774,11200000,6100000,31400000,7300000,2.7415730337078648,2439999.999756,0.27415730334337074,56000000,False,False,1
1,6400000,16400000,20,555,6000000,2500000,20100000,7400000,2.5624999999999996,819999.999959,0.12812499999359372,36000000,False,True,1
4,8200000,17300000,12,588,9700000,1200000,20700000,4800000,2.1097560975609753,1441666.6665465278,0.17581300811543019,36400000,True,True,1
1,500000,1300000,14,619,1500000,100000,2000000,500000,2.5999999999999948,92857.14285051021,0.18571428570102005,4100000,False,False,1
0,9700000,31600000,18,607,24300000,7900000,32400000,7500000,3.257731958762886,1755555.5554580246,0.1809851088101056,72100000,False,False,1
3,7100000,16700000,4,435,1700000,9600000,24300000,6200000,2.3521126760563376,4174999.99895625,0.5880281688670774,41800000,True,True,0
4,1400000,3400000,14,835,3100000,100000,4100000,2100000,2.428571428571427,242857.1428397959,0.17346938774271126,9400000,True,True,1
1,7200000,28100000,14,767,10000000,10400000,27500000,4000000,3.9027777777777772,2007142.8569994897,0.2787698412499291,51900000,True,False,1
1,8400000,26200000,14,643,19400000,11500000,17900000,6900000,3.119047619047618,1871428.571294898,0.22278911563034495,55700000,False,True,1
4,4300000,13900000,2,894,10100000,100000,8600000,3300000,3.232558139534883,6949999.996525,1.6162790689593018,22100000,True,False,1
0,8800000,29800000,8,343,20000000,4900000,33300000,12200000,3.386363636363636,3724999.999534375,0.4232954544925425,70400000,True,True,0
4,4000000,15100000,8,800,8700000,6900000,12200000,4400000,3.774999999999999,1887499.9997640625,0.4718749999410155,32200000,True,False,1
3,6900000,17900000,18,494,7700000,11200000,15400000,8700000,2.594202898550724,994444.4443891975,0.14412238324481122,43000000,True,True,0
4,9600000,33000000,14,336,5800000,8500000,30100000,4900000,3.437499999999999,2357142.85697449,0.245535714268176,49300000,False,False,0
2,6900000,16500000,16,785,19600000,8600000,27100000,3600000,2.3913043478260865,1031249.9999355469,0.14945652172978938,58900000,True,False,1
1,3600000,13400000,16,732,5200000,6700000,7300000,3300000,3.7222222222222214,837499.9999476563,0.23263888887434891,22500000,True,True,1
2,1900000,4600000,12,587,3000000,1300000,4800000,1100000,2.421052631578946,383333.3333013889,0.20175438594809933,10200000,True,False,1
3,9700000,30800000,18,471,12700000,3800000,37300000,10400000,3.1752577319587623,1711111.1110160493,0.17640320732124215,64200000,True,True,0
2,1200000,4100000,8,497,2700000,700000,3700000,1300000,3.416666666666664,512499.9999359375,0.42708333327994763,8400000,True,False,0
1,400000,1600000,16,784,800000,700000,700000,100000,3.9999999999999902,99999.99999375,0.24999999998437436,2300000,True,False,1
2,6600000,21500000,18,471,13700000,9800000,17100000,4800000,3.257575757575757,1194444.4443780864,0.1809764309663767,45400000,False,False,0
2,1500000,3300000,4,763,300000,1200000,5400000,700000,2.199999999999999,824999.99979375,0.5499999998624997,7600000,False,False,1
4,3500000,9500000,2,655,9900000,6600000,9400000,3100000,2.7142857142857135,4749999.997625,1.3571428564642853,29000000,True,False,1
3,4000000,8600000,4,667,11500000,6300000,15300000,3500000,2.1499999999999995,2149999.9994624997,0.5374999998656248,36600000,True,True,1
3,4100000,14100000,8,367,900000,800000,8900000,5300000,3.4390243902439015,1762499.9997796875,0.42987804872675295,15900000,True,False,0
4,5800000,18500000,16,436,1400000,5500000,17100000,6500000,3.1896551724137927,1156249.9999277343,0.19935344826340243,30500000,False,False,0
4,8600000,23300000,12,785,18800000,3800000,23500000,4500000,2.709302325581395,1941666.666504861,0.22577519377963495,50600000,False,True,1
2,4500000,11400000,10,388,11600000,3000000,14300000,2900000,2.5333333333333328,1139999.999886,0.25333333330799995,31800000,False,False,0
2,9900000,37300000,8,385,600000,900000,27400000,14200000,3.767676767676767,4662499.999417188,0.47095959590072595,43100000,False,True,0
1,3200000,8100000,10,670,9100000,3800000,9200000,1900000,2.531249999999999,809999.999919,0.2531249999746874,24000000,True,True,1
5,8900000,19100000,20,329,13300000,11400000,29500000,10000000,2.1460674157303368,954999.99995225,0.10730337078115167,64200000,False,True,0
5,2100000,4900000,12,651,2500000,2100000,6100000,1800000,2.333333333333332,408333.3332993056,0.19444444442824066,12500000,True,True,1
1,7100000,26000000,16,727,4300000,9500000,18900000,8900000,3.661971830985915,1624999.9998984374,0.2288732394223151,41600000,False,False,1
2,7800000,28900000,14,646,1800000,1800000,17700000,11000000,3.705128205128205,2064285.7141382652,0.2646520146331109,32300000,False,True,1
3,8600000,23200000,12,894,22100000,13900000,29200000,4500000,2.6976744186046506,1933333.3331722221,0.22480620153165368,69700000,True,True,1
3,5100000,17000000,10,477,1700000,3300000,13700000,6300000,3.3333333333333326,1699999.9998299999,0.3333333332999999,25000000,False,True,0
5,600000,2000000,20,811,300000,400000,1900000,600000,3.3333333333333277,99999.999995,0.16666666665833305,3200000,True,False,1
0,6600000,21200000,18,377,1000000,9600000,14800000,9500000,3.2121212121212115,1177777.7777123456,0.17845117844126446,34900000,False,True,0
0,4700000,17000000,18,802,3600000,1600000,17800000,2700000,3.617021276595744,944444.4443919753,0.20094562646637767,25700000,True,True,1
2,7700000,19700000,14,885,19900000,14600000,22000000,8000000,2.558441558441558,1407142.8570423468,0.18274582558991515,64500000,False,True,1
4,6400000,21900000,6,437,7000000,10000000,24600000,4100000,3.4218749999999996,3649999.9993916666,0.5703124999049478,45700000,False,True,0
2,1100000,2500000,20,615,2800000,1700000,2300000,1300000,2.2727272727272707,124999.99999375,0.11363636363068172,8100000,False,False,1
2,8900000,17800000,20,603,3300000,17600000,29000000,13100000,1.9999999999999996,889999.9999555,0.09999999999499998,63000000,True,False,1
0,2100000,8300000,20,765,0,3600000,7700000,2100000,3.9523809523809508,414999.99997925,0.1976190476091666,13400000,True,True,1
4,2300000,5800000,8,469,6100000,4200000,7900000,2400000,2.5217391304347814,724999.999909375,0.3152173912649455,20600000,True,True,0
3,8300000,17700000,16,848,10500000,1100000,18700000,5900000,2.1325301204819276,1106249.9999308593,0.13328313252179028,36200000,False,False,1
4,900000,2700000,20,327,400000,1200000,2200000,1200000,2.9999999999999964,134999.99999325,0.14999999999249983,5000000,False,False,0
3,9200000,35000000,4,716,1100000,10200000,33600000,11400000,3.8043478260869557,8749999.9978125,0.9510869562839672,56300000,True,True,1
3,9800000,28300000,2,715,19500000,9600000,28800000,9200000,2.8877551020408156,14149999.992925,1.443877550298469,67100000,False,False,1
0,200000,600000,12,683,400000,200000,400000,0,2.9999999999999853,49999.999995833336,0.24999999997916544,1000000,True,False,1
2,3200000,9700000,6,737,7300000,3500000,9700000,2600000,3.031249999999999,1616666.666397222,0.5052083332491317,23100000,True,True,1
5,7800000,27000000,6,728,4400000,13100000,18500000,7400000,3.4615384615384612,4499999.99925,0.576923076826923,43400000,True,False,1
1,8300000,30000000,18,350,12800000,10800000,23800000,9400000,3.614457831325301,1666666.666574074,0.20080321284024985,56800000,False,False,0
1,2100000,5200000,14,802,100000,600000,6400000,2500000,2.476190476190475,371428.57140204083,0.17687074828668603,9600000,False,True,1
5,400000,1400000,4,483,1100000,700000,800000,100000,3.4999999999999916,349999.9999125,0.8749999997812478,2700000,True,True,1
3,7700000,21800000,18,684,100000,600000,15600000,5500000,2.831168831168831,1211111.1110438271,0.1572871572784191,21800000,False,True,1
4,5600000,16500000,20,692,14500000,7800000,18000000,7400000,2.9464285714285707,824999.99995875,0.14732142856406247,47700000,False,True,1
0,8400000,31000000,4,783,19000000,13300000,30600000,6900000,3.69047619047619,7749999.9980625,0.9226190473883926,69800000,False,False,1
3,1300000,4300000,18,412,600000,900000,5200000,1200000,3.3076923076923053,238888.8888756173,0.18376068375047472,7900000,False,True,0
0,8700000,30200000,10,447,14200000,14800000,28200000,6100000,3.471264367816091,3019999.999698,0.34712643674689647,63300000,True,False,0
0,2700000,8400000,14,610,900000,1900000,6100000,2800000,3.11111111111111,599999.9999571429,0.22222222220634913,11700000,True,False,1
5,800000,1800000,8,881,300000,1100000,2600000,400000,2.249999999999997,224999.999971875,0.28124999996484334,4400000,False,True,1
5,3800000,10300000,16,606,7700000,1900000,9900000,2700000,2.710526315789473,643749.9999597656,0.16940789472625406,22200000,False,True,1
5,700000,2600000,2,869,1100000,500000,1400000,500000,3.7142857142857086,1299999.99935,1.8571428562142829,3500000,False,True,1
4,400000,1400000,2,496,400000,200000,1100000,400000,3.4999999999999916,699999.99965,1.7499999991249957,2100000,False,True,1
1,3200000,9300000,6,483,6700000,1900000,7800000,3600000,2.906249999999999,1549999.9997416667,0.4843749999192707,20000000,False,True,0
3,7500000,22200000,8,741,6600000,6900000,17600000,11000000,2.9599999999999995,2774999.999653125,0.36999999995375,42100000,False,False,1
2,3700000,13500000,4,820,4700000,1600000,14000000,5300000,3.648648648648648,3374999.99915625,0.9121621619341215,25600000,True,False,1
5,3300000,9100000,18,697,8800000,1800000,11300000,2600000,2.757575757575757,505555.55552746914,0.15319865319014211,24500000,False,False,1
1,200000,500000,20,713,0,200000,500000,100000,2.4999999999999876,24999.99999875,0.12499999999374939,800000,False,True,1
1,7100000,17000000,6,754,1100000,500000,27000000,6800000,2.394366197183098,2833333.332861111,0.3990610327973395,35400000,True,False,1
3,1500000,5100000,14,837,4100000,1000000,3300000,1400000,3.3999999999999977,364285.71425969386,0.24285714283979576,9800000,True,True,1
0,3000000,6500000,2,691,7800000,4500000,8900000,2500000,2.166666666666666,3249999.998375,1.0833333327916663,23700000,True,False,1
3,1900000,5300000,12,436,2300000,3500000,5000000,2600000,2.7894736842105248,441666.6666298611,0.23245614033150575,13400000,False,True,0
